addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
25257,2709 Yellowood Pl.,,Sooke,7,V0,<memory at 0x000001A69B32E380>,dfddc668-599b-4340-8770-7e4415e52288,2013-09-21 00:00:00
25258,3347 Quigley Street,,Burbank,9,91502,<memory at 0x000001A69B32E440>,af23557b-da18-4f5d-91e3-411433be63e0,2013-07-22 00:00:00
25259,Erlenweg 5194,,Bottrop,53,46236,<memory at 0x000001A69B32E500>,ccfb7168-f0e4-4f51-8a2a-17ebf63d200d,2014-03-23 00:00:00
25260,"8787, avenue de lÂ´ Union Centrale",,Lieusaint,163,77127,<memory at 0x000001A69B32E5C0>,c236f499-6017-4a69-b8ce-a0cb495aa4d4,2013-12-21 10:09:29.423000
25261,827 Nulty Dr.,,Haney,7,V2W 1W2,<memory at 0x000001A69B32E680>,a101931f-d2d8-4d95-9232-79a560f29810,2013-02-14 00:00:00
25262,5486 Woodruff Ln.,,Seattle,79,98104,<memory at 0x000001A69B32E740>,db69719b-7d57-4485-ad6f-64aa169ca814,2012-07-27 00:00:00
25263,2109 Mt. Washington,,Leeds,14,LE18,<memory at 0x000001A69B32E800>,4d53115e-2876-4741-abd7-ad1f2b18401b,2012-06-21 00:00:00
25264,3783 Dartmouth Way,,Milsons Point,50,2061,<memory at 0x000001A69B32E8C0>,7d2c39f3-adee-419b-b284-0655095e7ba4,2012-12-18 00:00:00
25265,7022 Muth Dr.,,Issaquah,79,98027,<memory at 0x000001A69B32E980>,d865c20a-16cd-4a43-b8fe-4e13470656d8,2013-12-10 00:00:00
25266,RÃ¤uscherweg 153,,Darmstadt,19,64283,<memory at 0x000001A69B32EA40>,29251518-8a4c-4a37-bd37-bc193cea3f98,2013-06-18 00:00:00
25267,6554 Sucamore Dr.,,Vancouver,7,V7L 4J4,<memory at 0x000001A69B32EB00>,f1c5c30d-9ec7-431b-acaa-0388516eef58,2013-11-14 00:00:00
25268,4378 Dover Way,,San Carlos,9,94070,<memory at 0x000001A69B32EBC0>,6d4d7436-362b-4208-975c-94bb944b519a,2013-10-18 00:00:00
25269,7076 Sol Street,,South Melbourne,77,3205,<memory at 0x000001A69B32EC80>,474e32d4-0d6a-42d1-bd3e-e8571793e65e,2014-01-21 00:00:00
25270,4164 Kenneth Ct.,,Oak Bay,7,V8P,<memory at 0x000001A69B32ED40>,d2d78b30-493f-4ead-831f-5349342a6ac1,2013-07-18 00:00:00
25271,1087 Park Tree Ct.,,Goulburn,50,2580,<memory at 0x000001A69B32EE00>,70c9776c-2efa-416b-9041-767920682657,2013-04-14 00:00:00
25272,9585 Macarthur Ave.,,Sooke,7,V0,<memory at 0x000001A69B32EEC0>,5848675d-6a88-492e-93a1-8f640bd4fa70,2012-04-07 00:00:00
25273,1937 Sycamore Drive,,Bellingham,79,98225,<memory at 0x000001A69B32EF80>,9e16240f-910d-4565-8ee1-936e85c8fe15,2012-07-25 00:00:00
25274,"5710, cours Mirabeau",,Saint Ouen,166,80610,<memory at 0x000001A69B32F040>,6d5100db-cd26-466e-8216-052bf2b17fdb,2013-12-21 10:09:29.423000
25275,KÃ¶nigsteiner StraÃe 641,,Solingen,53,42651,<memory at 0x000001A69B32F100>,36a27fda-cbe3-4735-b689-00692ccbe716,2013-07-05 00:00:00
25276,614 Shepberry Court,,Olympia,79,98501,<memory at 0x000001A69B32F1C0>,06b0433b-9354-412d-800f-bf6c66fb64e9,2013-09-19 00:00:00
25277,7297 Rosalinda,,Concord,9,94519,<memory at 0x000001A69B32F280>,f0f253f2-d85d-41c3-b9a2-ee1fc1543cb9,2013-09-06 00:00:00
25278,4810 Center Ave.,,Oakland,9,94611,<memory at 0x000001A69B32F340>,7dc4af62-b810-4857-8805-468d734c29f3,2014-04-07 00:00:00
25279,7546 Woodside Court,,Matraville,50,2036,<memory at 0x000001A69B32F400>,50f37434-1d01-45f3-a892-39363944a530,2012-02-17 00:00:00
25280,6051 Mepham Dr.,,Burien,79,98168,<memory at 0x000001A69B32F4C0>,0edd055a-f174-4182-abf8-9192a11f6ef9,2013-08-03 00:00:00
25281,Karl Liebknecht str 399,,Bonn,53,53131,<memory at 0x000001A69B32F580>,e2b0b144-1a93-4fe4-886b-7e45462f4a01,2014-05-03 00:00:00
25282,9255 Katharyn Drive,,N. Vancouver,7,V7L 4J4,<memory at 0x000001A69B32F640>,a6f832db-24a7-4b46-9382-9225781d068a,2014-05-26 00:00:00
25283,7977 Marina Road,,Milsons Point,50,2061,<memory at 0x000001A69B32F700>,ecfa8b07-441a-4899-8034-51ed67b0635c,2013-04-28 00:00:00
25284,Alderweg 9784,,Berlin,70,12171,<memory at 0x000001A69B32F7C0>,aabef650-5e64-4030-a4ce-a388788e7317,2013-08-02 00:00:00
25285,751 Countrywood Ct.,,N. Vancouver,7,V7L 4J4,<memory at 0x000001A69B32F880>,6731c969-3b3e-4369-8ceb-ab47ef4a18a7,2013-08-26 00:00:00
25286,4209 San Carlos Ave.,,Concord,9,94519,<memory at 0x000001A69B32F940>,300095a9-00cc-42b2-a44b-eacb75f65d2d,2013-12-22 00:00:00
25287,8614 Lagoon Court,,National City,9,91950,<memory at 0x000001A69B32FA00>,a5b46f2d-21a3-48f5-86ae-d9e17b56e74f,2012-06-01 00:00:00
25288,"26, rue des Grands Champs",,Dunkerque,145,59140,<memory at 0x000001A69B32FAC0>,8b55cd3f-a7fc-431e-8bec-c0ecde5083e3,2013-12-21 10:09:29.423000
25289,4983 Hilltop Road,,Beaverton,58,97005,<memory at 0x000001A69B32FB80>,9f05c46f-efcc-4593-88af-ec83408e4cfc,2012-12-06 00:00:00
25290,5357 Willow Drive,,Bendigo,77,3550,<memory at 0x000001A69B32FC40>,942c402b-1be6-4a55-822a-5e8c246a4b1f,2011-11-01 00:00:00
25291,6986 Saddlewood,,Lebanon,58,97355,<memory at 0x000001A69B32FD00>,b2f985a7-2b37-4d6d-a8b6-ec750aa2fdd3,2013-10-16 00:00:00
25292,3189 La Salle St.,,Lavender Bay,50,2060,<memory at 0x000001A69B32FDC0>,8628ce26-a364-4469-9c76-c0eef64088d3,2011-07-22 00:00:00
25293,6986 Saddlewood,,Cloverdale,66,6105,<memory at 0x000001A69B32FE80>,280c5135-a8fb-4c2a-bf50-680710d64a75,2013-11-11 00:00:00
25294,4265 Ashwood Drive,,Burlingame,9,94010,<memory at 0x000001A69B32FF40>,7ae07479-c901-40ac-9402-f772fa117e80,2013-12-20 00:00:00
25295,1178 Sandy Blvd.,,Yakima,79,98901,<memory at 0x000001A69B33C040>,feebb215-5277-4990-97db-9fd6feb48ed4,2014-02-23 00:00:00
25296,"6, avenue des Laurentides",,Orleans,131,45000,<memory at 0x000001A69B33C100>,2d6c79a7-0071-41e4-8e11-d190a351b8b9,2013-12-21 10:09:29.423000
25297,8054 Olivera Rd.,,Renton,79,98055,<memory at 0x000001A69B33C1C0>,2be2e93b-fdf8-4d94-bbfd-9ea74bcd3b8c,2014-02-09 00:00:00
25298,9093 Kirker Pass Road,,Springwood,50,2777,<memory at 0x000001A69B33C280>,8e34f2d1-7666-480e-b316-7917c56213a2,2011-11-14 00:00:00
25299,5878 Arcadia Pl.,,Oxford,14,OX1,<memory at 0x000001A69B33C340>,bdf551ba-a319-44c8-92db-5008dba67dbc,2014-02-20 00:00:00
25300,5664 Wilke Drive,,Newport Beach,9,92625,<memory at 0x000001A69B33C400>,59811638-4e43-467a-b6c3-e6174f8595f5,2014-01-08 00:00:00
25301,3742 Alpine Drive,,Geelong,77,3220,<memory at 0x000001A69B33C4C0>,cae241c6-5ad2-41d3-a0c7-351b39ed4495,2013-07-26 00:00:00
25302,4769 Mt. View Dr.,,El Cajon,9,92020,<memory at 0x000001A69B33C580>,521fb563-9035-410c-9e71-6024115a3ec7,2014-02-11 00:00:00
25303,7943 Altura Drive,,Townsville,64,4810,<memory at 0x000001A69B33C640>,6b142f00-b19c-4191-ad47-b285c1cdafb9,2012-02-19 00:00:00
25304,"6, rue du DÃ©part",,Drancy,179,93700,<memory at 0x000001A69B33C700>,e0ee77d1-6069-4948-a078-94964dbd659a,2013-12-21 10:09:29.423000
25305,"39, place de Fontenoy",,Paris,161,75002,<memory at 0x000001A69B33C7C0>,d55d6c61-960d-4e65-930c-feb23c4a1c20,2013-12-21 10:09:29.423000
25306,6305 Waterview Place,,Beverly Hills,9,90210,<memory at 0x000001A69B33C880>,11def8f0-02f1-432b-9e9a-4ab61936fd65,2013-10-13 00:00:00
25307,4155 Bayberry Dr.,,Concord,9,94519,<memory at 0x000001A69B33C940>,4dd09aba-6bad-4a60-993a-734036564c6b,2013-05-17 00:00:00
25308,Am Gallberg 644,Verkaufsabteilung,Berlin,70,12171,<memory at 0x000001A69B33CA00>,b88a5f09-8c0f-440b-a996-3cceb339e346,2013-11-13 00:00:00
25309,7177 Danesta Dr.,,Burien,79,98168,<memory at 0x000001A69B33CAC0>,ca3a162c-7b79-472e-87d7-83e067dfb2f7,2013-05-25 00:00:00
25310,1005 Tanager Court,,Corvallis,58,97330,<memory at 0x000001A69B33CB80>,2dba5afb-f4e5-47be-b9c9-d3ccfe270270,2012-11-14 00:00:00
25311,7119 Iowa Drive,,Torrance,9,90505,<memory at 0x000001A69B33CC40>,41c787fe-a5e9-4d2f-8847-0b5111506c04,2012-03-18 00:00:00
25312,3252 Hamlet,,Hobart,71,7001,<memory at 0x000001A69B33CD00>,5a1e20a3-e5e3-47a2-b5ad-b9d6566d9741,2011-12-09 00:00:00
25313,8868 Sudan Loop,,Oak Bay,7,V8P,<memory at 0x000001A69B33CDC0>,7c1a8df9-f512-47cd-a9c3-f2d27282b6fd,2013-11-13 00:00:00
25314,8323 Rock Oak Road,,Cliffside,7,V8Y 1L1,<memory at 0x000001A69B33CE80>,e6bf3166-ccb5-4d2d-9bb4-62af94a17d99,2013-10-18 00:00:00
25315,5237 Babel Lane,,Port Orchard,79,98366,<memory at 0x000001A69B33CF40>,2ce890fe-17c5-4212-be4d-3ce4aa2cc855,2013-10-02 00:00:00
25316,3518 Black Pine Lane,,Warrington,14,WA1,<memory at 0x000001A69B33D000>,07ad1545-8ae0-4216-b6dd-d0a98683946c,2013-11-01 00:00:00
25317,5719 A St.,,Silverwater,50,2264,<memory at 0x000001A69B33D0C0>,3da7843b-1003-4a25-a47f-841b0884045c,2012-06-25 00:00:00
25318,"2, boulevard du Montparnasse",,Tremblay-en-France,179,93290,<memory at 0x000001A69B33D180>,68c2686a-3ba3-475f-b2ee-42d441b15b08,2013-12-21 10:09:29.423000
25319,9896 Ida Ave,,Marysville,79,98270,<memory at 0x000001A69B33D240>,e5e0f8a3-f3c5-4062-8a38-d29c9baccf0e,2014-06-30 00:00:00
25320,6519 Alier Drive,,Cliffside,7,V8Y 1L1,<memory at 0x000001A69B33D300>,223507b0-67e2-499c-82ef-5e3f34eede19,2014-02-27 00:00:00
25321,2377 Joyce Dr,,Esher-Molesey,14,EM15,<memory at 0x000001A69B33D3C0>,e6411048-ca19-426b-bea2-e953c8f78d6f,2012-01-14 00:00:00
25322,9784 Mellowood Street,,Malabar,50,2036,<memory at 0x000001A69B33D480>,15843f1a-9fbd-4d06-b652-b0964334c7f8,2014-02-08 00:00:00
25323,9697 Mcelroy Court,,South Melbourne,77,3205,<memory at 0x000001A69B33D540>,c879154d-83ab-41e9-93ff-e43b083fb553,2014-04-23 00:00:00
25324,626 Bentley Street,,Melbourne,77,3000,<memory at 0x000001A69B33D600>,05838936-f922-45c0-a211-dcf45dc49f16,2011-07-21 00:00:00
25325,2507 Fairlane Place,,Sunbury,77,3429,<memory at 0x000001A69B33D6C0>,e65b011b-3792-4392-b777-4df79e69cf9d,2013-10-12 00:00:00
25326,965 Esperanza Drive,,Bellflower,9,90706,<memory at 0x000001A69B33D780>,15e19283-dfc3-4f32-8aab-7535f230cfa8,2013-08-10 00:00:00
25327,9214 Birch Park Rd,,Hervey Bay,64,4655,<memory at 0x000001A69B33D840>,bb3cea96-1ea0-4071-bf09-3c5aac5689c6,2014-06-16 00:00:00
25328,6132 Providence Dr.,,Langley,7,V3A 4R2,<memory at 0x000001A69B33D900>,b36617b2-2253-4dc2-b147-29e590fb71b4,2012-06-03 00:00:00
25329,5935 Isabel,,Beaverton,58,97005,<memory at 0x000001A69B33D9C0>,984dfdd5-7958-43d2-896b-40bfd3311599,2013-08-13 00:00:00
25330,444 Northstar Drive,,Palo Alto,9,94303,<memory at 0x000001A69B33DA80>,e1c456da-a288-4d13-b085-f80bc2543c7f,2013-12-09 00:00:00
25331,8521 C Mt. Hood Circle,,Victoria,7,V8V,<memory at 0x000001A69B33DB40>,41c255ad-a865-47c7-8019-35da468f3d23,2013-10-10 00:00:00
25332,"11, avenue du PrÃ©sident-Kennedy",,Roubaix,145,59100,<memory at 0x000001A69B33DC00>,bf917360-6464-4ce3-8cdc-cd386df4dc62,2013-12-21 10:09:29.423000
25333,9548 Jomar Drive,,Port Hammond,7,V6B 3P7,<memory at 0x000001A69B33DCC0>,893e3f1e-0d64-49fd-9ee3-9c2348656266,2013-08-21 00:00:00
25334,1085 Ash Lane,,Spokane,79,99202,<memory at 0x000001A69B33DD80>,825f02ec-74aa-44d4-a350-ecd041ccfdbb,2013-08-18 00:00:00
25335,3974 Central Ave.,,Chula Vista,9,91910,<memory at 0x000001A69B33DE40>,c271e9c1-0601-4368-9c9e-558c1c5bb587,2012-02-10 00:00:00
25336,2242 Panoramic Ave,,Perth,66,6006,<memory at 0x000001A69B33DF00>,c994c8bd-0364-4c75-b436-644f7c0019b9,2012-10-05 00:00:00
25337,4289 Wellington Avenue,,Daly City,9,94015,<memory at 0x000001A69B33DFC0>,22c82e7e-7960-4424-9f69-502df2bd3ed9,2014-03-23 00:00:00
25338,Parise StraÃe 56,,Paderborn,53,33098,<memory at 0x000001A69B33E080>,22bea430-dc61-401c-bd49-4b4db6fda3e5,2014-03-16 00:00:00
25339,1899 Mayhew Way,,Grossmont,9,91941,<memory at 0x000001A69B33E140>,c5398cb5-8d6c-46bb-90dc-b8a53808253c,2013-09-04 00:00:00
25340,3648 Willow Drive,,Newport Beach,9,92625,<memory at 0x000001A69B33E200>,a2bee248-76f0-4c48-8885-6568d931e284,2014-05-29 00:00:00
25341,17 Chestnut,,National City,9,91950,<memory at 0x000001A69B33E2C0>,cfb30ea4-7e89-4ddc-91ec-aafc3dde72ae,2013-09-20 00:00:00
25342,3815 Berry Dr.,,Bendigo,77,3550,<memory at 0x000001A69B33E380>,a94d1be5-fff9-4217-b243-39b49728ba20,2011-12-22 00:00:00
25343,6843 San Simeon Dr.,,Burbank,9,91502,<memory at 0x000001A69B33E440>,e4688f65-ff9f-4d46-8ed2-edcb0d3f2ae0,2012-12-15 00:00:00
25344,Am Grossen Dern 123,,Berlin,20,12311,<memory at 0x000001A69B33E500>,380c5c8c-0203-42cd-86b2-97d3f8ba52a8,2013-01-05 00:00:00
25345,4676 Duckhorn Court,,Novato,9,94947,<memory at 0x000001A69B33E5C0>,0986e24b-4a55-48c1-b0ef-dbb738c5ad2b,2012-10-18 00:00:00
25346,1299 Bundros Court,,Kirkland,79,98033,<memory at 0x000001A69B33E680>,77d2eab8-7930-4f68-837a-248b41ff9e73,2011-06-05 00:00:00
25347,"80, avenue de Malakoff",,Pantin,179,93500,<memory at 0x000001A69B33E740>,f22eadd1-7803-4739-b930-b7754141c841,2013-12-21 10:09:29.423000
25348,8867 Terranova Drive,,San Carlos,9,94070,<memory at 0x000001A69B33E800>,caf15af9-b28d-45d3-91ae-6e3da3f9adb4,2013-05-03 00:00:00
25349,4021 Raymond Dr,,London,14,C2H 7AU,<memory at 0x000001A69B33E8C0>,67e02c0d-3cc9-4811-a7a8-af4cf77bb06a,2014-01-05 00:00:00
25350,Am Gallberg 61,,Braunschweig,53,38001,<memory at 0x000001A69B33E980>,595fb68d-9ac4-47a3-9641-25e407107bb3,2013-12-10 00:00:00
25351,3567 Sierra Street,,Beaverton,58,97005,<memory at 0x000001A69B33EA40>,ad91f0e0-279e-44d2-b585-b005df1e9f60,2011-07-13 00:00:00
25352,3354 Roan Lane,,Imperial Beach,9,91932,<memory at 0x000001A69B33EB00>,39d53748-f6bd-422d-b3fa-80f568d943b8,2013-10-25 00:00:00
25353,8679 Mt. Tamlapais Place,,Hobart,71,7001,<memory at 0x000001A69B33EBC0>,c5e7ec6f-b8c7-4d62-8f1b-f23887e2234e,2011-07-12 00:00:00
25354,"5, rue Malar",,Paris,161,75007,<memory at 0x000001A69B33EC80>,40918f67-c0cd-4cde-a96b-0c48d2d3e4d0,2013-12-21 10:09:29.423000
25355,1474 Bentley Ct.,,Port Macquarie,50,2444,<memory at 0x000001A69B33ED40>,2eea2ede-1963-447d-869b-de2f9176b44f,2013-12-25 00:00:00
25356,1431 Semillon Circle,,Grossmont,9,91941,<memory at 0x000001A69B33EE00>,270a5893-25ff-4f1e-a90f-28a2486c373b,2014-03-12 00:00:00
25357,"11, avenue du PrÃ©sident-Kennedy",,Paris La Defense,178,92081,<memory at 0x000001A69B33EEC0>,fa872386-5de1-4aa4-a465-2fbdf361f3cb,2013-12-21 10:09:29.423000
25358,"140, quai Paul Doumer",,Pantin,179,93500,<memory at 0x000001A69B33EF80>,3aba1f3c-68ec-4e1a-8a81-432d75f3daef,2013-12-21 10:09:29.423000
25359,Buergermeister-ulrich-str 2,,Kassel,19,34117,<memory at 0x000001A69B33F040>,3b001196-804f-4b33-a49d-77de98f30b9d,2013-04-19 00:00:00
25360,3704 D Bel Air Dr.,,Leeds,14,LE18,<memory at 0x000001A69B33F100>,b077e8df-7c2d-41f3-a680-93ebb71659f2,2013-09-20 00:00:00
25361,"37, place de Fontenoy",,Lieusaint,163,77127,<memory at 0x000001A69B33F1C0>,21ab5356-a645-4f5d-badc-e3b2ad5c2463,2013-12-21 10:09:29.423000
25362,6887 Deerberry Ct.,,Rockhampton,64,4700,<memory at 0x000001A69B33F280>,9254ea81-a3c9-4f69-8975-2b4ca24164eb,2014-03-03 00:00:00
25363,7709 Redhead Way,,York,14,YO15,<memory at 0x000001A69B33F340>,77d96765-d5b6-446f-82cf-964e9ce9f150,2013-07-18 00:00:00
25364,3762 Gumwood,,Cloverdale,66,6105,<memory at 0x000001A69B33F400>,4678956d-8505-4953-926d-d5a04ec42b85,2012-07-20 00:00:00
25365,5056 Argyll Ave,,W. York,14,BD1 4SJ,<memory at 0x000001A69B33F4C0>,f8d2fe2f-857e-4404-ad18-7bbc9a810592,2011-12-18 00:00:00
25366,9488 St. Francis Dr.,,Springwood,50,2777,<memory at 0x000001A69B33F580>,06fb50b2-3ec0-4295-9a18-12027450bf39,2013-07-08 00:00:00
25367,Winterfeldtstr 2529,,Frankfurt,19,60323,<memory at 0x000001A69B33F640>,94dfceb5-a694-4497-9ca8-273c4d6d430d,2012-11-10 00:00:00
25368,9513 Roslyn Drive,,St. Leonards,50,2065,<memory at 0x000001A69B33F700>,ee9f425f-e867-4cb0-8399-4ba667152e48,2011-08-31 00:00:00
25369,3994 Rancho View Drive,,N. Vancouver,7,V7L 4J4,<memory at 0x000001A69B33F7C0>,d6508334-ade5-41a4-90e5-f9208f648288,2013-07-04 00:00:00
25370,7199 Natalie Drive,,Chula Vista,9,91910,<memory at 0x000001A69B33F880>,41eb8ff3-0add-4757-9f4e-40446f5a04ff,2013-07-26 00:00:00
25371,Hunzinger Allee 153,,Bottrop,53,46236,<memory at 0x000001A69B33F940>,e47757d4-e29b-4054-b177-f882100f9484,2013-08-19 00:00:00
25372,8694 Orangewood Ave.,,Lemon Grove,9,91945,<memory at 0x000001A69B33FA00>,c77f0de6-95bb-48f0-a93e-f75c9f4aafe1,2012-03-05 00:00:00
25373,Platz des Landtags 55,,Kiel,70,24044,<memory at 0x000001A69B33FAC0>,785df3d9-e5a8-4b1b-85c2-38584863bd01,2013-01-12 00:00:00
25374,"8011, rue de Cambrai",,Saint Ouen,166,80610,<memory at 0x000001A69B33FB80>,84addd30-a643-42c2-9b68-e64d1138907c,2013-12-21 10:09:29.423000
25375,Auf den Kuhlen StraÃe 3,,Essen,20,45001,<memory at 0x000001A69B33FC40>,9cad2220-6896-4f41-87d9-686bccc25a13,2013-09-28 00:00:00
25376,2153 Cloudview Dr.,,Goulburn,50,2580,<memory at 0x000001A69B33FD00>,0b14bfb1-26c9-4640-b266-b7a9633d6d1b,2014-02-22 00:00:00
25377,6558 Nulty Drive,,Vancouver,7,V7L 4J4,<memory at 0x000001A69B33FDC0>,0334fdba-e08f-4029-b3ff-aa6fe54d98a0,2014-01-12 00:00:00
25378,7736 Sunnybrook Drive,,London,14,C2H 7AU,<memory at 0x000001A69B33FE80>,c96a8eb8-e35e-4f35-a88f-5d589f2c4d9a,2012-12-28 00:00:00
25379,2926 St. Paul Way,,Kirkland,79,98033,<memory at 0x000001A69B33FF40>,1c214c26-2be9-4e52-9af2-278eb8ead0b6,2014-05-04 00:00:00
25380,4930 Virginia Hills Drive,,Oregon City,58,97045,<memory at 0x000001A69B350040>,1e7ec380-d8e2-4174-8114-370cbf7a0cb8,2013-07-10 00:00:00
25381,8019 Via Romero,,Billericay,14,CM11,<memory at 0x000001A69B350100>,be767c40-0e2d-44db-88d9-3d7f1f294d67,2013-09-23 00:00:00
25382,4208 Seal Way,,Yakima,79,98901,<memory at 0x000001A69B3501C0>,3fdbdfd9-e3fe-421f-9104-3f16d13a30e9,2014-04-07 00:00:00
25383,406 Countrywood Ct.,,Milsons Point,50,2061,<memory at 0x000001A69B350280>,8b0ea55d-4152-441e-b5dd-aef309a24e0b,2012-06-18 00:00:00
25384,2190 Rock Creek Way,,Caloundra,64,4551,<memory at 0x000001A69B350340>,884e517e-87a6-4fdd-9b4a-33e5f65289e5,2011-06-09 00:00:00
25385,3024 W Lake Drive,,Puyallup,79,98371,<memory at 0x000001A69B350400>,3a80a1e7-4881-4baa-8f0b-6a13b48c3674,2013-04-14 00:00:00
25386,2556 La Cadena,,Woodburn,58,97071,<memory at 0x000001A69B3504C0>,58c59543-984b-4fa3-afcb-6590766a9736,2014-03-07 00:00:00
25387,HÃ¼ttenstr 7005,Kreditorenbuchhaltung,Paderborn,53,33098,<memory at 0x000001A69B350580>,fedb0c52-5af3-46bd-8da4-d60b7aaa1826,2013-10-15 00:00:00
25388,9204 Pelican Loop,,Berkeley,9,94704,<memory at 0x000001A69B350640>,96eae714-dd8b-4eae-a2d0-9dbce0a01ad5,2013-11-05 00:00:00
25389,505 Lyman Rd,,St. Leonards,50,2065,<memory at 0x000001A69B350700>,0ada85cd-10fd-4957-a61a-51f04d0bf8a3,2013-09-13 00:00:00
25390,8802 Valley Manor,,Gold Coast,64,4217,<memory at 0x000001A69B3507C0>,0352574d-6960-4ac4-8635-9711118cab72,2014-03-06 00:00:00
25391,7509 Sanford St.,,Lakewood,9,90712,<memory at 0x000001A69B350880>,37551c92-7414-4136-b555-0308a6e44330,2013-07-16 00:00:00
25392,5587 Stanley Dollar Dr.,,Downey,9,90241,<memory at 0x000001A69B350940>,2806bb46-03c2-41fd-80f1-70d0448a8d61,2014-03-20 00:00:00
25393,1481 Marina Blvd.,,Warrington,14,WA3 7BH,<memory at 0x000001A69B350A00>,0709483a-8458-444a-ba45-3fa530d74e02,2012-09-29 00:00:00
25394,2746 F Street,,Kirkby,14,KB9,<memory at 0x000001A69B350AC0>,d6d7daf6-83e4-4514-aea8-30779a801042,2013-01-16 00:00:00
25395,5627 Imperial Dr.,,Beverly Hills,9,90210,<memory at 0x000001A69B350B80>,d9b8abb4-5550-40f1-b1ae-cce5756da683,2011-09-07 00:00:00
25396,6206 Heavenly Drive,,London,14,SW19 3RU,<memory at 0x000001A69B350C40>,6892b2e4-0579-4b0f-b46f-909c222a3038,2012-09-13 00:00:00
25397,6615 Cambelback Place,,Chula Vista,9,91910,<memory at 0x000001A69B350D00>,5c88aff8-8f9f-4896-b2a6-08cf97e8342d,2013-08-11 00:00:00
25398,6909 Hamilton Avenue,,Langford,7,V9,<memory at 0x000001A69B350DC0>,dbab6e39-6f5c-4dc1-8b31-7631885712c0,2013-08-11 00:00:00
25399,3728 Chinquapin Ct.,,Milton Keynes,14,MK8 8ZD,<memory at 0x000001A69B350E80>,79201257-126b-4afb-85c8-fbde5f6316d0,2012-07-05 00:00:00
25400,8150 Ryan Rd.,,Spring Valley,9,91977,<memory at 0x000001A69B350F40>,b3e9df5b-f754-4219-8ea5-1d23f89ccd37,2014-02-20 00:00:00
25401,1355 Palm Avenue,,Beaverton,58,97005,<memory at 0x000001A69B351000>,c2616319-1a81-4396-aac9-089e33a28b94,2013-08-13 00:00:00
25402,P.O. Box 2851,,Beaverton,58,97005,<memory at 0x000001A69B3510C0>,13b35d4a-ddca-42f4-b74a-daaa112949bf,2013-08-04 00:00:00
25403,8964 Woodchuck Pl.,,Burbank,9,91502,<memory at 0x000001A69B351180>,5d3285cc-f944-4ee4-98b2-004ae6405b98,2014-02-17 00:00:00
25404,715 Pheasant Circle,,Newton,7,V2L3W8,<memory at 0x000001A69B351240>,22bfa769-0d18-4efe-91df-4e2039b4bb79,2013-11-12 00:00:00
25405,7770 Mota Dr.,,Findon,66,5023,<memory at 0x000001A69B351300>,5b5cf8d5-dc83-427e-9e91-ffb22164b9cc,2011-07-03 00:00:00
25406,9113 Park Lane,,Berkeley,9,94704,<memory at 0x000001A69B3513C0>,34952ea1-6239-4e65-a280-bd33b842bfa5,2014-03-20 00:00:00
25407,7082 45th St,,Burien,79,98168,<memory at 0x000001A69B351480>,c0f053ad-c172-4bed-bae1-1985dae41141,2014-03-14 00:00:00
25408,HÃ¶henstr 9429,,Frankfurt,8,91480,<memory at 0x000001A69B351540>,e8fa71d6-e3c3-425b-a8e6-dfb451c6b133,2014-04-03 00:00:00
25409,8364 St. Paul Circle,,Oak Bay,7,V8P,<memory at 0x000001A69B351600>,050d2e6b-c5d7-430d-8f7c-b0909e6a4947,2013-07-27 00:00:00
25410,5562 Galindo Street,,Bellingham,79,98225,<memory at 0x000001A69B3516C0>,b59e3f5e-3ef8-4114-9814-fee50ada5b45,2014-06-23 00:00:00
25411,398 Pecan Pl,,East Brisbane,64,4169,<memory at 0x000001A69B351780>,2d7f23c9-2715-43fa-98e9-6c5b99e9583e,2013-05-28 00:00:00
25412,5274 Harvey Way,,London,14,SW8 1XD,<memory at 0x000001A69B351840>,727d3355-860f-474c-8d19-bd7de3787635,2013-08-22 00:00:00
25413,"25, avenue Reille",,Paris,161,75002,<memory at 0x000001A69B351900>,09762b14-0c36-4853-9f22-c6b06f38b18b,2013-12-21 10:09:29.423000
25414,3278 Mt. Hood Clircle,,Oregon City,58,97045,<memory at 0x000001A69B3519C0>,a71639ef-a28b-4a5c-a2e7-d60bb4bb568f,2014-04-13 00:00:00
25415,1509 American Beauty Dr.,,Coronado,9,92118,<memory at 0x000001A69B351A80>,e9d4a9bf-221b-4ff3-9fae-b2dd8e935667,2013-12-30 00:00:00
25416,6267 Eastgate Lane,,York,14,Y024 1GF,<memory at 0x000001A69B351B40>,19e1e929-8888-464e-8a92-787bdae9c6c5,2013-04-29 00:00:00
25417,7977 Marina Road,,Westminster,7,V3L 1H4,<memory at 0x000001A69B351C00>,5dc74e47-07ff-4d4b-894d-a9dc160c23d7,2014-01-26 00:00:00
25418,7764 Juliet Court,,Mill Valley,9,94941,<memory at 0x000001A69B351CC0>,af13c28a-ae02-4642-9083-22e88b473851,2014-06-07 00:00:00
25419,9534 Hartnell Court,,Hawthorne,64,4171,<memory at 0x000001A69B351D80>,c6bd0177-3eca-4fef-b0e3-a8bc163cfca9,2014-06-13 00:00:00
25420,5841 Longview Rd.,,Los Angeles,9,90012,<memory at 0x000001A69B351E40>,691e9fd0-b9c2-47d8-987c-c503b0fc2b70,2014-05-24 00:00:00
